Sampling Method,Transformation Method,Scaling Method,Dim Reduction Method,Model Name,Accuracy Train,Accuracy Test,F1 Train,F-beta Train,F1 Test,F-beta Test,ROC AUC Train,ROC AUC Test
none,none,robust,svd_32,logreg,0.8979591836734694,0.8775510204081632,0.6026490066225165,0.4866310160427807,0.5135135135135135,0.410981697171381,0.8699690402476781,0.8259970712378328
none,none,robust,svd_32,rf,1.0,0.8401360544217688,1.0,1.0,0.1132075471698113,0.0660457239627434,1.0,0.8007149625290721
none,none,robust,svd_32,svc,0.9149659863945578,0.8537414965986394,0.647887323943662,0.4938067712634186,0.2711864406779661,0.1752316764953664,0.9484413366072382,0.8206563872857267
none,none,robust,svd_32,knn_5,0.8724489795918368,0.8537414965986394,0.3951612903225806,0.2649750415973377,0.2456140350877192,0.1535864978902953,0.915656026475926,0.6503574812645361
none,none,robust,svd_32,xgboost,1.0,0.8401360544217688,1.0,1.0,0.2295081967213114,0.1530698065601345,1.0,0.7683693685933328
none,none,robust,svd_32,gradboost,0.96343537414966,0.8367346938775511,0.8724035608308606,0.7804778435777007,0.2727272727272727,0.1959798994974874,0.99666381979289,0.814195882504953
none,none,robust,svd_32,histgradboost,1.0,0.8401360544217688,1.0,1.0,0.2295081967213114,0.1530698065601345,1.0,0.7561374795417349
none,none,robust,svd_32,ada,0.9200680272108844,0.8435374149659864,0.7116564417177914,0.6172738436348751,0.3428571428571428,0.2604340567612688,0.948750934130458,0.7278835386338186
none,none,robust,svd_32,catboost,0.9914965986394558,0.8435374149659864,0.972972972972973,0.949290060851927,0.1785714285714285,0.1097972972972973,0.9999679726700116,0.7965371694375054
none,log,standard,none,logreg,0.9056122448979592,0.8605442176870748,0.645367412140575,0.5388877488200288,0.4383561643835616,0.3463780183180683,0.882785310131312,0.8190197260745973
none,log,standard,none,rf,1.0,0.8401360544217688,1.0,1.0,0.1454545454545454,0.0879120879120879,1.0,0.7554052889999138
none,log,standard,none,svc,0.9362244897959184,0.8605442176870748,0.755700325732899,0.6196835833162112,0.3050847457627119,0.1971356360572873,0.9620262624105904,0.8165216642260316
none,log,standard,none,knn_5,0.875,0.8503401360544217,0.4143426294820717,0.2810226564123882,0.2142857142857142,0.1317567567567567,0.9171106010462262,0.6520802825394092
none,log,standard,none,xgboost,1.0,0.8741496598639455,1.0,1.0,0.4477611940298507,0.3263598326359833,1.0,0.7612197433026102
none,log,standard,none,gradboost,0.9591836734693876,0.8401360544217688,0.8554216867469879,0.7547015535568274,0.2769230769230769,0.1961441743503772,0.985710472936906,0.792230166250323
none,log,standard,none,histgradboost,1.0,0.8639455782312925,1.0,1.0,0.375,0.261744966442953,1.0,0.7833577396847273
none,log,standard,none,ada,0.9056122448979592,0.8571428571428571,0.645367412140575,0.5388877488200288,0.3636363636363636,0.2613065326633166,0.9319686132166116,0.750710655525885
none,log,standard,none,catboost,0.9897959183673468,0.8571428571428571,0.967391304347826,0.9391233766233766,0.2758620689655172,0.1753794266441821,0.9999359453400236,0.8065294168317686
none,log,standard,pca_95%,logreg,0.903061224489796,0.8673469387755102,0.625,0.5078125,0.4935064935064935,0.4099585062240664,0.8754937546706523,0.8333189766560427
none,log,standard,pca_95%,rf,1.0,0.8503401360544217,1.0,1.0,0.1851851851851851,0.1099830795262267,1.0,0.8082522181066414
none,log,standard,pca_95%,svc,0.9328231292517006,0.8707482993197279,0.7392739273927392,0.5988073205840017,0.3870967741935484,0.2621848739495798,0.9561065442510944,0.8280644327676802
none,log,standard,pca_95%,knn_5,0.8801020408163265,0.8537414965986394,0.4470588235294118,0.3077881619937694,0.2181818181818181,0.1318681318681318,0.9194432582470374,0.668705314841933
none,log,standard,pca_95%,xgboost,1.0,0.8537414965986394,1.0,1.0,0.3943661971830985,0.3035863219349458,1.0,0.8175553449909553
none,log,standard,pca_95%,gradboost,0.9651360544217688,0.8503401360544217,0.8790560471976401,0.7907736272708716,0.3333333333333333,0.2395309882747068,0.9938187253122664,0.8308209148074769
none,log,standard,pca_95%,histgradboost,1.0,0.8537414965986394,1.0,1.0,0.3582089552238806,0.2610878661087866,1.0,0.8065294168317684
none,log,standard,pca_95%,ada,0.9124149659863946,0.8231292517006803,0.683076923076923,0.5907881269191402,0.3809523809523809,0.3432343234323432,0.9505925056047828,0.7920578861228358
none,log,standard,pca_95%,catboost,0.9897959183673468,0.8537414965986394,0.967391304347826,0.9391233766233766,0.2456140350877192,0.1535864978902953,0.9999893242233372,0.8190197260745973
none,log,standard,lda_1,logreg,0.9064625850340136,0.8469387755102041,0.6496815286624203,0.54411161263849,0.4155844155844156,0.3452282157676348,0.8763851820219921,0.8006718924972003
none,log,standard,lda_1,rf,1.0,0.8061224489795918,1.0,1.0,0.3870967741935484,0.3832923832923833,1.0,0.6710741665948833
none,log,standard,lda_1,svc,0.9064625850340136,0.8503401360544217,0.6496815286624203,0.54411161263849,0.4210526315789473,0.3455149501661129,0.7827986548521404,0.6690498750969075
none,log,standard,lda_1,knn_5,0.9132653061224488,0.826530612244898,0.6909090909090909,0.6061349693251534,0.4,0.3643858202802967,0.9486628589729902,0.692393832371436
none,log,standard,lda_1,xgboost,0.91156462585034,0.8231292517006803,0.6923076923076923,0.6210698244181299,0.3953488372093023,0.3640856672158155,0.9449396818618556,0.754888448617452
none,log,standard,lda_1,gradboost,0.9311224489795918,0.826530612244898,0.7567567567567568,0.6695278969957081,0.3703703703703703,0.3225806451612903,0.9594774207323582,0.7775002153501593
none,log,standard,lda_1,histgradboost,0.9107142857142856,0.8333333333333334,0.676923076923077,0.5854657113613101,0.4096385542168674,0.3649876135425268,0.9475499092558984,0.7375742958049789
none,log,standard,lda_1,ada,0.91156462585034,0.8469387755102041,0.6770186335403726,0.5804997951659157,0.430379746835443,0.3661971830985915,0.9049508914273514,0.781979498664829
none,log,standard,lda_1,catboost,0.9064625850340136,0.8469387755102041,0.6604938271604939,0.5696150696150696,0.430379746835443,0.3661971830985915,0.9102540834845736,0.7865879920751143
none,log,standard,svd_32,logreg,0.8979591836734694,0.8571428571428571,0.6103896103896104,0.5020542317173378,0.4324324324324324,0.346089850249584,0.8795932529091491,0.8166939443535188
none,log,standard,svd_32,rf,1.0,0.8435374149659864,1.0,1.0,0.08,0.0441426146010186,1.0,0.7990783013179431
none,log,standard,svd_32,svc,0.9336734693877552,0.8605442176870748,0.743421052631579,0.6040296052631579,0.3050847457627119,0.1971356360572873,0.9614444325824704,0.8155741235248515
none,log,standard,svd_32,knn_5,0.8775510204081632,0.8503401360544217,0.4285714285714285,0.2917705735660847,0.2142857142857142,0.1317567567567567,0.9207296893348992,0.6583685071926954
none,log,standard,svd_32,xgboost,1.0,0.8571428571428571,1.0,1.0,0.3636363636363636,0.2613065326633166,1.0,0.7797398570074942
none,log,standard,svd_32,gradboost,0.9685374149659864,0.8401360544217688,0.892128279883382,0.8113399959208648,0.2985074626865671,0.2175732217573222,0.9959698943098112,0.7985183909036092
none,log,standard,svd_32,histgradboost,1.0,0.8537414965986394,1.0,1.0,0.3174603174603174,0.218303946263644,1.0,0.7949866482901197
none,log,standard,svd_32,ada,0.9132653061224488,0.8333333333333334,0.6832298136645962,0.5858254813600983,0.379746835443038,0.3231151615575808,0.9601046226112948,0.771728831079335
none,log,standard,svd_32,catboost,0.9897959183673468,0.8401360544217688,0.967391304347826,0.9391233766233766,0.175438596491228,0.1097046413502109,0.9999946621116684,0.799552071668533
none,log,minmax,none,logreg,0.8988095238095238,0.8639455782312925,0.5910652920962199,0.460935889507318,0.4444444444444444,0.3466666666666667,0.8803085299455535,0.829356533723835
none,log,minmax,none,rf,1.0,0.8401360544217688,1.0,1.0,0.1454545454545454,0.0879120879120879,1.0,0.7545008183306054
none,log,minmax,none,svc,0.9175170068027212,0.8571428571428571,0.662020905923345,0.5095935630286775,0.3,0.1969696969696969,0.9468239564428312,0.8327159962098372
none,log,minmax,none,knn_5,0.8758503401360545,0.8367346938775511,0.4251968503937008,0.2916493560448691,0.1428571428571428,0.0878378378378378,0.9030212447955588,0.6934705831682315
none,log,minmax,none,xgboost,1.0,0.8741496598639455,1.0,1.0,0.4477611940298507,0.3263598326359833,1.0,0.7612197433026102
none,log,minmax,none,gradboost,0.9591836734693876,0.8401360544217688,0.8554216867469879,0.7547015535568274,0.2769230769230769,0.1961441743503772,0.985710472936906,0.7925747265052976
none,log,minmax,none,histgradboost,1.0,0.8639455782312925,1.0,1.0,0.375,0.261744966442953,1.0,0.7833577396847273
none,log,minmax,none,ada,0.9056122448979592,0.8571428571428571,0.645367412140575,0.5388877488200288,0.3636363636363636,0.2613065326633166,0.9319686132166116,0.750710655525885
none,log,minmax,none,catboost,0.9897959183673468,0.8571428571428571,0.967391304347826,0.9391233766233766,0.2758620689655172,0.1753794266441821,0.9999359453400236,0.8065294168317686
none,log,minmax,pca_95%,logreg,0.8928571428571429,0.8741496598639455,0.5655172413793104,0.4395876288659794,0.5066666666666667,0.4106400665004156,0.8711166862389238,0.846670686536308
none,log,minmax,pca_95%,rf,1.0,0.8537414965986394,1.0,1.0,0.2181818181818181,0.1318681318681318,1.0,0.8024808338358171
