Sampling Method,Transformation Method,Scaling Method,Dim Reduction Method,Model Name,Accuracy Train,Accuracy Test,F1 Train,F-beta Train,F1 Test,F-beta Test,ROC AUC Train,ROC AUC Test
rus,log,minmax,pca_21,logreg,0.7323687752355317,0.7242529177888931,0.6843650793650794,0.7844137487054609,0.6779508687837028,0.7802206545377394,0.8207338784557803,0.8114336862561677
rus,log,minmax,pca_21,rf,0.9237550471063257,0.7581120943952803,0.9055203468979319,0.9920379479971891,0.7224838140082401,0.8450722872424932,0.9962379938257305,0.8625945561586715
rus,log,minmax,pca_21,dt,0.9258748317631225,0.7029626779530589,0.9079051879102045,0.9922575974302112,0.6385767790262171,0.7079207920792079,0.9415990668575367,0.705358154012369
rus,log,minmax,pca_21,knn_5,0.78314266487214,0.7048864948056945,0.7409461795088226,0.839391232771152,0.651522035438437,0.7423246923903954,0.8725767308715753,0.7766092879218398
rus,log,minmax,pca_21,xgboost,0.8761776581426649,0.745030139797358,0.85010183299389,0.9514107572431496,0.7034606205250596,0.8126723223753978,0.9564911970635023,0.8360624901614597
rus,log,minmax,pca_21,gradboost,0.739535666218035,0.716685904835193,0.7068358265480023,0.8453458109336947,0.6829338309171811,0.8170614110405136,0.8456042618953432,0.8173545056834205
rus,log,robust,none,logreg,0.7338156123822341,0.7239964088752084,0.6852846401718582,0.7836768117920022,0.6774580335731415,0.7792276681519202,0.8214441067861591,0.8126288919566889
rus,log,robust,none,rf,0.925235531628533,0.7575990765679107,0.9071846282372598,0.9921913437073898,0.7223038495445195,0.8459929575600327,0.9956637148270103,0.8623746753989493
rus,log,robust,none,dt,0.9257738896366083,0.704373476978325,0.9077913392409297,0.9922471357278414,0.6410216477184238,0.7119496520616843,0.941519537670325,0.7073517678795298
rus,log,robust,none,knn_5,0.7828398384925975,0.703347441323586,0.7397160832392321,0.8354449007049457,0.6485336574988604,0.7366729954724697,0.8728252324225055,0.7726480367652805
rus,log,robust,none,xgboost,0.8512113055181696,0.7420802872899833,0.8228365384615384,0.9349315068493151,0.700877584411721,0.8117785817463787,0.9419469988123084,0.8361256974746519
rus,log,robust,none,gradboost,0.7433378196500673,0.7204052840836219,0.7116286103130197,0.8524530773196596,0.6888381387382243,0.8283119009268307,0.8477064963493596,0.8271478878423388
rus,log,robust,pca_21,logreg,0.7330417227456258,0.7252789534436321,0.6842566061763771,0.7822456464527688,0.6779915814792544,0.7777099803682282,0.821315720502724,0.8131293126781555
rus,log,robust,pca_21,rf,0.9266823687752356,0.7596511478773887,0.9088170063187848,0.9923412989916102,0.722452606635071,0.8400540483255617,0.9969462642591839,0.8623617578909339
rus,log,robust,pca_21,dt,0.9229811574697173,0.7088623829678081,0.9046528095972008,0.9919577827512184,0.6428571428571428,0.7073722899909445,0.9393192301574678,0.7098009627896494
rus,log,robust,pca_21,knn_5,0.782671601615074,0.7034756957804283,0.739545949433445,0.8353450239125485,0.649165402124431,0.738310809016807,0.8725886955259794,0.7724181051226093
rus,log,robust,pca_21,xgboost,0.8761776581426649,0.7457996665384122,0.8503943410033336,0.9534384707623047,0.7023130069089817,0.806271056052206,0.9563893253916738,0.8343970517787516
rus,log,robust,pca_21,gradboost,0.7473082099596231,0.7197640117994101,0.7111760633797399,0.838733087245044,0.6822742474916388,0.8066866808617565,0.8464660001995298,0.8165793844216411
rus,yeo_johnson,standard,none,logreg,0.7358344549125169,0.7254072079004745,0.6885636082351542,0.7894830753083181,0.6796348945084544,0.782906164229173,0.8225138020625482,0.8143538216571329
rus,yeo_johnson,standard,none,rf,0.9238223418573351,0.7577273310247531,0.9055958635643399,0.9920449195004885,0.7231423127656457,0.848899535462354,0.9956819291274611,0.8630136496652915
rus,yeo_johnson,standard,none,dt,0.9262449528936743,0.706425548287803,0.908322877457131,0.992295958893036,0.6413911953626821,0.7085025093518285,0.941890673877313,0.7081680482147933
rus,yeo_johnson,standard,none,knn_5,0.7813257065948856,0.7073233294856996,0.7389645338795838,0.8376991590575562,0.6532968702522028,0.7421864627313525,0.8709469550110782,0.7774502353888475
rus,yeo_johnson,standard,none,xgboost,0.8485531628532974,0.7452866487110427,0.8199239847969594,0.9328142123377601,0.7036705461056401,0.8126938678119779,0.9411764491912394,0.8368393455544522
rus,yeo_johnson,standard,none,gradboost,0.7434051144010767,0.7209183019109914,0.711878494786157,0.8532206601552159,0.6894977168949772,0.8293198141106887,0.847485793516997,0.8267860560561807
rus,yeo_johnson,standard,pca_21,logreg,0.7345222072678331,0.7254072079004745,0.6845009596928981,0.7791152004033274,0.6778028592927012,0.7767474562555551,0.8198747669559476,0.8108324735817497
rus,yeo_johnson,standard,pca_21,rf,0.9284993270524899,0.754264460690009,0.9108753093151031,0.992529679145325,0.7130017974835231,0.8205590622182146,0.9969993447490246,0.8583632406085117
rus,yeo_johnson,standard,pca_21,dt,0.9232166890982504,0.6921893035782993,0.9049166666666666,0.9919821794979904,0.6276760781880236,0.6996089489505467,0.9395047982609618,0.6951599406912968
rus,yeo_johnson,standard,pca_21,knn_5,0.7780955585464334,0.7042452225214826,0.735448674234827,0.8346915547461872,0.6490106544901065,0.7360900857833372,0.8699316658330469,0.7743510951781809
rus,yeo_johnson,standard,pca_21,xgboost,0.8775235531628532,0.7438758496857766,0.8516949152542374,0.9529807827184736,0.6980190533797066,0.7964007485169015,0.956787942952391,0.8312677589192385
rus,yeo_johnson,standard,pca_21,gradboost,0.7481830417227456,0.7210465563678338,0.7068546807677243,0.8198542003033417,0.6786822278032206,0.7909674855969803,0.8449593960740476,0.8168710015888889
rus,yeo_johnson,minmax,none,logreg,0.7340174966352625,0.7259202257278441,0.6846954648797415,0.7811275976855789,0.6782111127842192,0.7767886755906973,0.8200120541024631,0.8113749381375233
rus,yeo_johnson,minmax,none,rf,0.923956931359354,0.7558035141721174,0.9057469346901326,0.9920588628010428,0.7204111600587372,0.8442273581658857,0.9955470759251286,0.8633003121719306
rus,yeo_johnson,minmax,none,dt,0.9270188425302827,0.7042452225214826,0.9091974714279734,0.9923761788100652,0.6382177596485723,0.7040873385700972,0.9425003976459361,0.7054930623426541
rus,yeo_johnson,minmax,none,knn_5,0.7845222072678331,0.7110427087341286,0.7425010052271813,0.8408748590123508,0.6572341396622546,0.7457276022786121,0.8735422450366201,0.778726803694648
rus,yeo_johnson,minmax,none,xgboost,0.8485531628532974,0.7452866487110427,0.8199239847969594,0.9328142123377601,0.7036705461056401,0.8126938678119779,0.9411764491912394,0.8368393455544522
rus,yeo_johnson,minmax,none,gradboost,0.7434051144010767,0.7209183019109914,0.711878494786157,0.8532206601552159,0.6894090779332002,0.8289984420796916,0.8474993132591089,0.8267823046702913
rus,yeo_johnson,minmax,pca_21,logreg,0.7340847913862719,0.7260484801846864,0.6845487566359318,0.7804487011191275,0.6780223093156467,0.7758259254345229,0.8195210858150666,0.8108152030504854
rus,yeo_johnson,minmax,pca_21,rf,0.9251682368775236,0.7572143131973836,0.9071088463787487,0.9921843701459808,0.7215767024562436,0.8443503011848812,0.9961581985403083,0.8650109441374756
rus,yeo_johnson,minmax,pca_21,dt,0.9239232839838493,0.7088623829678081,0.9057091621835773,0.9920553769391591,0.6431939641622132,0.7083544168952568,0.9400615025714437,0.710020631206774
rus,yeo_johnson,minmax,pca_21,knn_5,0.7844212651413189,0.7111709631909708,0.7424321608040201,0.8409512033654302,0.6574383936720413,0.7460629398486257,0.8734885200520308,0.778949798812467
rus,yeo_johnson,minmax,pca_21,xgboost,0.8691117092866757,0.7441323585994614,0.8420881708208168,0.9453882559158632,0.7030808155975592,0.8138890729573919,0.9534832155672981,0.8344383170235343
rus,yeo_johnson,minmax,pca_21,gradboost,0.741621803499327,0.7180967038604591,0.7088089188881725,0.8467143111011998,0.6858204688393368,0.8236148523741615,0.8460847864382914,0.8202545393184879
rus,yeo_johnson,robust,none,logreg,0.7350605652759085,0.7245094267025779,0.6872666613710383,0.787112395641616,0.6780575539568345,0.7799172501591344,0.8223413264792685,0.8145752242054707
rus,yeo_johnson,robust,none,rf,0.925,0.7549057329742208,0.9069194471123733,0.992166936671317,0.7185152452496685,0.8396425024826215,0.9957380319070699,0.8638208346592948
rus,yeo_johnson,robust,none,dt,0.9255047106325707,0.7028344234962165,0.9074878823332776,0.9922192389333259,0.6380253085455398,0.706602605906544,0.9413074598377604,0.7049639045896579
rus,yeo_johnson,robust,none,knn_5,0.7798788694481831,0.7030909324099013,0.7372901774957834,0.8359543006045154,0.6495079485238455,0.7402344009237998,0.8712921088028809,0.7714881153263791
rus,yeo_johnson,robust,none,xgboost,0.8485531628532974,0.7452866487110427,0.8199239847969594,0.9328142123377601,0.7036705461056401,0.8126938678119779,0.9411764491912394,0.8368393455544522
rus,yeo_johnson,robust,none,gradboost,0.7434051144010767,0.7209183019109914,0.711878494786157,0.8532206601552159,0.6894977168949772,0.8293198141106887,0.8474746759825844,0.8267946913218128
rus,yeo_johnson,robust,pca_21,logreg,0.7363391655450875,0.7247659356162627,0.686359269932757,0.7805462184873949,0.6764173703256936,0.773776669143403,0.8202759747019992,0.8117517754672388
rus,yeo_johnson,robust,pca_21,rf,0.9262113055181695,0.7649095806079261,0.9082848897996737,0.9922924713647563,0.7262953561296103,0.8382538146434584,0.997301058618267,0.8656881046809369
rus,yeo_johnson,robust,pca_21,dt,0.9221736204576043,0.7089906374246505,0.9037493237901045,0.9918741458719045,0.6435192458758837,0.7090185217240783,0.9386829966597741,0.710268435018069
rus,yeo_johnson,robust,pca_21,knn_5,0.7799125168236878,0.7030909324099013,0.7373408826245833,0.8360424350043254,0.6495079485238455,0.7402344009237998,0.8713561408209112,0.7714688629308715
rus,yeo_johnson,robust,pca_21,xgboost,0.8786675639300134,0.75054508144158,0.8528643708176922,0.9530099184916038,0.7064150943396226,0.8073141279972399,0.9566288381938759,0.8357481169458453
rus,yeo_johnson,robust,pca_21,gradboost,0.7481830417227456,0.7210465563678338,0.7130368098159509,0.8432206936964589,0.6841875998257586,0.8100181161815849,0.8484476897228852,0.8211879265962784
